Order No.,Client OrderID,Order Type,Sub Order Type,Customer Name,Customer Phone,GSTIN,Customer Address,Delivery Boy,Delivery Boy Number,Items,My Amount (₹),Total Discount (₹),Delivery Charge (₹),Container Charge (₹),Total Tax (₹),Round Off (₹),Grand Total (₹),Payment Type,Payment Description,Status,Created,Sequence Name
12800,,Dine In (19),AC,,,,,,,"Guava Mary, Pomfret Thali",495.00,0.00,0.00,0.00,24.76,0.24,520.00,Cash,,Printed,12 Jul 2025 22:27:33,
12799,,Dine In (16),AC,,,,,,,"Bombil Fry, Fresh Lime Soda, Surmai Thali",890.00,0.00,0.00,0.00,44.50,0.50,935.00,Cash,,Printed,12 Jul 2025 22:24:40,
12798,,Dine In (7),AC,,,,,,,"Bhakri, Chapati, Masala Papad, Mutton Thali, Paneer Ghee Roast, Paneer Satey, Pomfret Thali, Surmai Thali",1895.00,0.00,0.00,0.00,94.76,0.24,1990.00,Cash,,Printed,12 Jul 2025 22:24:14,
12797,,Dine In (17),AC,,,,,,,"Extra Vade(4pc), Fresh Lime Soda, Packaged Water, Prawns Thali",660.00,0.00,0.00,0.00,33.00,0.00,693.00,Cash,,Printed,12 Jul 2025 22:16:53,
12796,,Pick Up,Pick Up,,,,,,,Solkadi,480.00,72.00,0.00,0.00,20.40,-0.40,428.00,Cash,,Printed,12 Jul 2025 22:10:54,
12795,,Dine In (21),AC,,,,,,,"Bangda Tawa Fry, Egg Fried Rice, Masala Snacks, Mutton Thali, Pomfret Thali, Solkadi, Tuborg Strong (650 Ml)",2285.00,0.00,0.00,0.00,165.26,-0.26,2450.00,Cash,,Printed,12 Jul 2025 21:57:35,
12794,,Dine In (10),AC,,,,,,,"Chicken Munchow Soup, Fry Papad, Roasted Papad, Royal Challenge (180 Ml), Royal Challenge (60 Ml), White Mischeif (180 Ml)",1045.00,0.00,0.00,0.00,92.76,0.24,1138.00,Cash,,Printed,12 Jul 2025 21:56:11,
12793,,Dine In (5),Non AC,,,,,,,Royalstag (90 Ml),170.00,0.00,0.00,0.00,17.00,0.00,187.00,Cash,,Printed,12 Jul 2025 21:51:36,
12792,,Dine In (20),AC,,,,,,,"Chicken Hot Garlic, Fry Papad, Mandeli Fry, Prawns Chilli, Red Bull, Royalstag (180 Ml), Royalstag (90 Ml), Soda 500ml, Soft Drink 600 Ml, Surmai Tawa Fry(2Pcs)",2320.00,0.00,0.00,0.00,143.00,0.00,2463.00,Cash,,Printed,12 Jul 2025 21:42:32,
12791,,Dine In (22),AC,,,,,,,"Chicken Munchow Soup, King Prawns Tawa Fry",860.00,0.00,0.00,0.00,43.00,0.00,903.00,Cash,,Printed,12 Jul 2025 21:41:17,
12790,,Dine In (6A),Non AC,,,,,,,"Paneer Chilli, Tuborg Mild, Tuborg Strong (500 ML), Tuborg Strong (650 Ml)",1140.00,0.00,0.00,0.00,102.76,0.24,1243.00,Cash,,Printed,12 Jul 2025 21:40:47,
12789,,Dine In (23),AC,,,,,,,Kingfisher Mid (650 Ml),720.00,0.00,0.00,0.00,72.00,0.00,792.00,Cash,,Printed,12 Jul 2025 21:24:36,
12788,,Dine In (15),AC,,,,,,,"Chicken Chilly Dry, Chicken Munchow Soup, Extra Vade(4pc), Mix Seafood Platter Tawa Fry, Soft Drink 300 Ml",1270.00,0.00,0.00,0.00,63.50,0.50,1334.00,Cash,,Printed,12 Jul 2025 21:24:26,
12787,,Dine In (17),AC,,,,,,,"Bombil Fry, Finger Chips, Fresh Lime Water, Kingfisher Mid (330 Ml), Masala Papad, Mc Dowell (60 Ml), Packaged Water, Rawas Masala (2pc), Veg Pulav",1955.00,0.00,0.00,0.00,122.50,0.50,2078.00,Cash,,Printed,12 Jul 2025 21:14:35,
12786,,Dine In (11),AC,,,,,,,"Bombil Thali, Chakli, Chapati, Veg Thali",406.00,0.00,0.00,0.00,20.30,-0.30,426.00,Cash,,Printed,12 Jul 2025 21:10:23,
12785,,Dine In (22),AC,,,,,,,"Red Bull, Smirnoff (180 Ml)",930.00,0.00,0.00,0.00,83.50,0.50,1014.00,Cash,,Printed,12 Jul 2025 21:03:42,
12784,,Dine In (3),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 20:59:16,
12783,,Dine In (19),AC,,,,,,,"Bhakri, Kollum Rice (Half), Rawas Tawa Fry (2pc), Surmai Masala",716.00,0.00,0.00,0.00,35.80,0.20,752.00,Cash,,Printed,12 Jul 2025 20:48:04,
12782,,Dine In (5),Non AC,,,,,,,"Prawns Chilli, Schezwan Sauce, Signature (180 Ml), Soft Drinks 250ml",945.00,0.00,0.00,0.00,75.76,0.24,1021.00,Cash,,Printed,12 Jul 2025 20:47:01,
12781,,Dine In (16),AC,,,,,,,Veg Thali,90.00,0.00,0.00,0.00,4.50,0.50,95.00,Cash,,Printed,12 Jul 2025 20:45:13,
12780,,Dine In (6),Non AC,,,,,,,Mc Dowell (180 Ml),300.00,0.00,0.00,0.00,30.00,0.00,330.00,Cash,,Printed,12 Jul 2025 20:36:04,
12779,,Dine In (3),Non AC,,,,,,,"Chicken Lolipop Half, Fry Papad, Royalstag (180 Ml), Royalstag (90 Ml), Soda 300ml",715.00,0.00,0.00,0.00,60.76,0.24,776.00,Cash,,Printed,12 Jul 2025 20:35:22,
12778,211302207114566,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Prawns Koliwada, Surmai Fry (2pcs)",650.00,0.00,0.00,10.00,32.50,0.50,693.00,Online,,Printed,12 Jul 2025 20:34:57,
12777,,Pick Up,Pick Up,,,,,,,"Steam Rice (Half), Surmai Masala",370.00,370.00,0.00,0.00,0.00,0.00,0.00,Cash,,Printed,12 Jul 2025 20:14:20,
12776,,Pick Up,Pick Up,,,,,,,Pomfret Masala (2 Pc),400.00,60.00,0.00,0.00,17.00,0.00,357.00,Cash,,Printed,12 Jul 2025 20:12:00,
12775,,Dine In (2),Non AC,,,,,,,"Kingfisher Strong (650 Ml), Packaged Water, Royalstag (180 Ml), Royalstag (30 Ml)",765.00,0.00,0.00,0.00,75.00,0.00,840.00,Cash,,Printed,12 Jul 2025 20:09:59,
12774,,Dine In (4),Non AC,,,,,,,"Kingfisher Strong (500 ML), Packaged Water, Royalstag (180 Ml), Royalstag (90 Ml)",1030.00,0.00,0.00,0.00,101.50,0.50,1132.00,Cash,,Printed,12 Jul 2025 19:57:35,
12773,,Dine In (6),Non AC,,,,,,,"Bangda Tawa Fry, Budwiser Mild (650 Ml)",555.00,0.00,0.00,0.00,46.50,0.50,602.00,Cash,,Printed,12 Jul 2025 18:59:47,
12772,,Dine In (2),Non AC,,,,,,,"Packaged Water, Royalstag (90 Ml)",200.00,0.00,0.00,0.00,18.50,0.50,219.00,Cash,,Printed,12 Jul 2025 18:27:06,
12771,,Dine In (4),Non AC,,,,,,,"Egg Bhurji, Soft Drinks 250ml",115.00,0.00,0.00,0.00,5.76,0.24,121.00,Cash,,Printed,12 Jul 2025 18:26:22,
12770,,Dine In (4),Non AC,,,,,,,"Magic Moment Apple (180 Ml), Magic Moment Apple (60 Ml), Soft Drink 300 Ml",520.00,0.00,0.00,0.00,49.00,0.00,569.00,Cash,,Printed,12 Jul 2025 17:09:47,
12769,,Dine In (3),Non AC,,,,,,,"Bangda Masala, Kollum Rice (Half), Magic Moment (180 Ml), Magic Moment (90 Ml), Neer Dosa Per Pc, Soft Drink 300 Ml",831.00,0.00,0.00,0.00,67.30,-0.30,898.00,Cash,,Printed,12 Jul 2025 17:05:49,
12768,,Dine In (1),Non AC,,,,,,,"Fresh Lime Soda, Fresh Lime Water, Prawns Biryani",420.00,0.00,0.00,0.00,21.00,0.00,441.00,Cash,,Printed,12 Jul 2025 16:16:49,
12767,,Dine In (6),Non AC,,,,,,,"Egg Half Fry, Mc Dowell (180 Ml), Packaged Water",720.00,0.00,0.00,0.00,66.00,0.00,786.00,Cash,,Printed,12 Jul 2025 16:13:40,
12766,,Dine In (2),Non AC,,,,,,,"Barrel (180 Ml), Barrel (60 Ml), Kollum Rice (Half), Paneer Chilli, Schezwan Sauce, Soda 300ml, Surmai Thali",1150.00,0.00,0.00,0.00,85.00,0.00,1235.00,Cash,,Printed,12 Jul 2025 16:09:29,
12765,,Dine In (4),Non AC,,,,,,,"Breezer, Budwiser Mild (650 Ml), Chapati, King Prawns Tawa Fry, Neer Dosa Per Pc, Packaged Water, Prawns Masala Fry, Solkadi, Veg Thali",2411.00,412.00,0.00,0.00,156.94,0.06,2156.00,Cash,,Printed,12 Jul 2025 16:07:54,
12764,,Pick Up,Pick Up,,,,,,,Bhakri,140.00,21.00,0.00,0.00,5.96,0.04,125.00,Cash,,Printed,12 Jul 2025 15:56:02,
12763,,Dine In (5),Non AC,,,,,,,"Solkadi, Surmai Thali",1280.00,0.00,0.00,0.00,64.00,0.00,1344.00,Cash,,Printed,12 Jul 2025 15:48:02,
12762,,Dine In (1),Non AC,,,,,,,"Bhakri, Egg Bhurji, Veg Thali",480.00,0.00,0.00,0.00,24.00,0.00,504.00,Cash,,Printed,12 Jul 2025 15:47:44,
12761,,Dine In (3),Non AC,,,,,,,"Bhakri, Prawns Thali, Royalstag (90 Ml)",500.00,0.00,0.00,0.00,33.50,0.50,534.00,Cash,,Printed,12 Jul 2025 15:47:06,
12760,,Dine In (21),AC,,,,,,,"Bangda Fry, Bombil Thali, Chapati, Chicken Thali",1374.00,0.00,0.00,0.00,68.70,0.30,1443.00,Cash,,Printed,12 Jul 2025 15:40:34,
12759,,Dine In (18),AC,,,,,,,"American Nuts Kulfi, Bombil Fry, Chicken Chilly Dry, Crab Lolipop (6 Pc), King Prawns Tawa Fry, Prawns Biryani, Soft Drink 600 Ml, Solkadi, Surmai Masala, Surmai Tawa Fry(2Pcs)",2455.00,368.25,0.00,0.00,104.34,-0.09,2191.00,Cash,,Printed,12 Jul 2025 15:32:17,
12758,,Dine In (17),AC,,,,,,,"Bhakri, Bombil Fry, Chicken Crispy, Packaged Water, Prawns Thali, Solkadi",928.00,0.00,0.00,0.00,46.40,-0.40,974.00,Cash,,Printed,12 Jul 2025 15:29:46,
12757,,Dine In (1),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 15:22:54,
12756,,Dine In (5),Non AC,,,,,,,Veg Thali,210.00,0.00,0.00,0.00,10.50,0.50,221.00,Cash,,Printed,12 Jul 2025 15:20:43,
12755,,Dine In (3),Non AC,,,,,,,Veg Thali,140.00,0.00,0.00,0.00,7.00,0.00,147.00,Cash,,Printed,12 Jul 2025 15:14:34,
12754,,Dine In (20),AC,,,,,,,"Bhakri, Bombil Thali, Crab Lolipop (6 Pc), Neer Dosa Per Pc, Pomfret Thali, Soft Drink 600 Ml, Solkadi",1163.00,0.00,0.00,0.00,58.16,-0.16,1221.00,Cash,,Printed,12 Jul 2025 15:11:48,
12753,,Dine In (16),AC,,,,,,,"Chicken Lolypop Full, Chicken Thali, Fresh Lime Soda, Kingfisher Strong (650 Ml), Kollum Rice (Half)",950.00,0.00,0.00,0.00,64.50,0.50,1015.00,Cash,,Printed,12 Jul 2025 15:07:07,
12752,,Dine In (4A),Non AC,,,,,,,"Magic Moment (90 Ml), Soft Drink 300 Ml, Veg Thali",275.00,0.00,0.00,0.00,22.50,0.50,298.00,Cash,,Printed,12 Jul 2025 14:44:08,
12751,,Dine In (1),Non AC,,,,,,,"Chicken Gravy, Dsp Black (180 Ml), Steam Rice (Half)",440.00,0.00,0.00,0.00,36.00,0.00,476.00,Cash,,Printed,12 Jul 2025 14:42:57,
12750,,Dine In (3),Non AC,,,,,,,Veg Thali,140.00,0.00,0.00,0.00,7.00,0.00,147.00,Cash,,Printed,12 Jul 2025 14:40:09,
12749,,Dine In (4),Non AC,,,,,,,"Bangda Thali, Butter Milk",275.00,0.00,0.00,0.00,13.76,0.24,289.00,Cash,,Printed,12 Jul 2025 14:39:45,
12748,,Dine In (22),AC,,,,,,,"Chicken Munchow Soup, Stuffed Bombil, Surmai Thali",830.00,0.00,0.00,0.00,41.50,0.50,872.00,Cash,,Printed,12 Jul 2025 14:38:35,
12747,,Pick Up,Pick Up,,,,,,,"Bhakri, Bombil Fry, Prawns Masala Fry, Surmai Tawa Fry(2Pcs)",1114.00,167.10,0.00,0.00,47.34,-0.24,994.00,Cash,,Printed,12 Jul 2025 14:32:55,
12746,,Dine In (5),Non AC,,,,,,,Veg Thali,140.00,0.00,0.00,0.00,7.00,0.00,147.00,Cash,,Printed,12 Jul 2025 14:32:37,
12745,,Pick Up,Pick Up,,,,,,,Veg Biryani,440.00,66.00,0.00,0.00,18.70,0.30,393.00,Cash,,Printed,12 Jul 2025 14:28:41,
12744,,Dine In (4),Non AC,,,,,,,"Chapati, Egg Masala Fry, Fry Papad, Kollum Rice (Half)",580.00,0.00,0.00,0.00,29.00,0.00,609.00,Cash,,Printed,12 Jul 2025 14:26:09,
12743,,Dine In (17),AC,,,,,,,"Extra Vade(4pc), Finger Chips, Jeera Rice, Mutton Handi (Half), Mutton Masala Fry, Packaged Water, Solkadi",1420.00,0.00,0.00,0.00,71.00,0.00,1491.00,Cash,,Printed,12 Jul 2025 14:18:54,
12742,,Dine In (20),AC,,,,,,,Prawns Biryani,340.00,0.00,0.00,0.00,17.00,0.00,357.00,Cash,,Printed,12 Jul 2025 14:16:12,
12741,,Dine In (5),Non AC,,,,,,,"Bhakri, chicken gravy, Veg Thali",120.00,0.00,0.00,0.00,6.00,0.00,126.00,Cash,,Printed,12 Jul 2025 14:10:35,
12740,,Dine In (21),AC,,,,,,,"Budwiser Strong (650 Ml), Chicken Lolypop Full, Royalstag (180 Ml), Royalstag (60 Ml)",1590.00,0.00,0.00,0.00,147.50,0.50,1738.00,Cash,,Printed,12 Jul 2025 14:04:32,
12739,,Dine In (3),Non AC,,,,,,,Veg Thali,280.00,0.00,0.00,0.00,14.00,0.00,294.00,Cash,,Printed,12 Jul 2025 14:00:01,
12738,,Dine In (19),AC,,,,,,,Veg Thali,90.00,0.00,0.00,0.00,4.50,0.50,95.00,Cash,,Printed,12 Jul 2025 13:59:01,
12737,,Dine In (16),AC,,,,,,,Veg Thali,180.00,0.00,0.00,0.00,9.00,0.00,189.00,Cash,,Printed,12 Jul 2025 13:54:40,
12736,,Dine In (6A),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:49:57,
12735,,Dine In (18),AC,,,,,,,"Chicken Lolypop Full, Guava Mary, Packaged Water, Solkadi, Surmai Thali",790.00,0.00,0.00,0.00,39.50,0.50,830.00,Cash,,Printed,12 Jul 2025 13:47:53,
12734,,Dine In (5A),Non AC,,,,,,,"Veg Hot & Sour Soup, Veg Thali",285.00,0.00,0.00,0.00,14.26,-0.26,299.00,Cash,,Printed,12 Jul 2025 13:46:07,
12733,,Dine In (6),Non AC,,,,,,,"Dsp Black (180 Ml), Soft Drink 300 Ml",310.00,31.00,0.00,0.00,26.56,0.44,306.00,Cash,,Printed,12 Jul 2025 13:44:19,
12732,,Dine In (3),Non AC,,,,,,,"Chapati, Veg Thali",100.00,0.00,0.00,0.00,5.00,0.00,105.00,Cash,,Printed,12 Jul 2025 13:36:38,
12731,,Dine In (3A),Non AC,,,,,,,"Chapati, Veg Thali",85.00,0.00,0.00,0.00,4.26,-0.26,89.00,Cash,,Printed,12 Jul 2025 13:35:58,
12730,,Dine In (4),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:33:38,
12729,,Dine In (5),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:33:27,
12728,,Dine In (1),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:27:47,
12727,,Dine In (1A),Non AC,,,,,,,"Chapati, Fresh Lime Soda, Veg Thali",225.00,22.50,0.00,0.00,10.12,0.38,213.00,Cash,,Printed,12 Jul 2025 13:27:03,
12726,,Dine In (4A),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:23:54,
12725,,Dine In (2),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:21:02,
12724,,Dine In (5A),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:20:58,
12723,,Dine In (3),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 13:17:03,
12722,,Dine In (4),Non AC,,,,,,,"Soft Drinks 250ml, Veg Thali",95.00,0.00,0.00,0.00,4.76,0.24,100.00,Cash,,Printed,12 Jul 2025 13:06:12,
12721,,Dine In (3),Non AC,,,,,,,Solkadi,50.00,0.00,0.00,0.00,2.50,0.50,53.00,Cash,,Printed,12 Jul 2025 12:53:42,
12720,,Pick Up,Pick Up,,,,,,,"American Pride Vodka 180ml, Bacardi Black Rum (180 Ml), Blenders Pride (180 Ml), Blenders Pride 750, Blue Riband (180 Ml), Breezer, Bud Mild 500, Budwiser Mild (650 Ml), Budwiser Strong (500 ML), Budwiser Strong (650 Ml), Calsberg Mild, Dsp Black (180 Ml), Dsp Black (90 Ml), Kingfisher Mid (330 Ml), Kingfisher Mid (650 Ml), Kingfisher Strong (500 ML), Kingfisher Strong (650 Ml), Kingfisher Ultra (330 Ml), Kingfisher Ultra (650 Ml), Lp  Strong, Lp Mild, Macdowell Rum (180 Ml), Magic Moment (180 Ml), Magic Moment Apple (180 Ml), Mc Dowell (180 Ml), Mc Dowell Luxury (180 Ml), Mcd No 1 750ml, Oak Smit Silver Internation (180 Ml), Officers Choice, Oksmith Silver 750ml, Packaged Water, Red Bull, Romanov (180 Ml), Romanov 750ml, Romanov Apple (180 Ml), Royal Challenge (90 Ml), Royal Stag 750ml, Royalstag (180 Ml), Royalstag (90 Ml), Signature (180 Ml), Smirnoff (180 Ml), Tuborg Mild, Tuborg Strong (500 ML), Tuborg Strong (650 Ml)",83100.00,0.00,0.00,0.00,35.26,-0.26,83135.00,Cash,,Printed,12 Jul 2025 03:02:33,
12719,,Dine In (18),AC,,,,,,,"Bacardi Black Rum (180 Ml), Konkan Swad Special Seafood Thali, Soda 300ml, Soft Drinks 250ml, Surmai Tawa Fry(2Pcs)",1180.00,0.00,0.00,0.00,75.00,0.00,1255.00,Cash,,Printed,12 Jul 2025 01:11:55,
12718,,Dine In (16),AC,,,,,,,"Antiquity (60 Ml), Calsberg Mild, Kollum Rice (Full), Non-veg Thali",1200.00,0.00,0.00,0.00,92.50,0.50,1293.00,Cash,,Printed,12 Jul 2025 01:11:04,
12717,,Dine In (17),AC,,,,,,,"Bombil Fry, Egg Hakka Noodles, Kingfisher Strong (650 Ml), Packaged Water, Prawns Fry, Schezwan Sauce, Solkadi, Tuborg Strong (650 Ml)",1540.00,0.00,0.00,0.00,111.00,0.00,1651.00,Cash,,Printed,12 Jul 2025 01:10:43,
12716,,Dine In (22),AC,,,,,,,"Bombil Fry, Kollum Rice (Half), Prawns Masala, Solkadi, Surmai Thali, Tuborg Strong (650 Ml)",1280.00,0.00,0.00,0.00,81.00,0.00,1361.00,Cash,,Printed,12 Jul 2025 01:02:46,
12715,,Dine In (6),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,12 Jul 2025 00:42:35,
12714,,Dine In (4),Non AC,,,,,,,Kingfisher Strong (650 Ml),325.00,0.00,0.00,0.00,32.50,0.50,358.00,Cash,,Printed,12 Jul 2025 00:41:56,
12713,,Dine In (20),AC,,,,,,,"Bombil Fry, Breezer, Pomfret Billa Tawa Fry, Solkadi, Surmai Thali",1660.00,0.00,0.00,0.00,109.00,0.00,1769.00,Cash,,Printed,12 Jul 2025 00:29:48,
12712,,Dine In (5),Non AC,,,,,,,Royalstag (90 Ml),170.00,0.00,0.00,0.00,17.00,0.00,187.00,Cash,,Printed,12 Jul 2025 00:29:40,
12711,,Dine In (15),AC,,,,,,,"Bhakri, Chicken Lolypop Full, Chicken Thali, Chicken Vade, Neer Dosa Per Pc, Pomfret Thali, Prawns Koliwada, Soda 300ml, Soft Drink 300 Ml, Surmai Thali",3595.00,0.00,0.00,0.00,179.76,0.24,3775.00,Cash,,Printed,12 Jul 2025 00:29:35,
12710,,Dine In (6C),Non AC,,,,,,,"Bacardi Black Rum (60 Ml), Veg Thali",790.00,79.00,0.00,0.00,64.80,0.20,776.00,Cash,,Printed,12 Jul 2025 00:15:01,
12709,,Dine In (16),AC,,,,,,,"Bangda Tawa Fry, Blueberry Mojito, Chicken Chilly Dry, Dal Tadka, Jeera Rice, Soft Drink 300 Ml",910.00,0.00,0.00,0.00,38.50,0.50,949.00,Cash,,Printed,12 Jul 2025 00:08:30,
12708,,Dine In (10),AC,,,,,,,"Bhakri, Chana Garlic Fry, Chana Koliwada, Chapati, Chicken Lolypop Full, Dal Fry, Green Salad, Kollum Rice (Full), Kollum Rice (Half), Masala Papad, Masala Snacks, Mutton Handi (Full), Oak Smith Gold (180 Ml), Packaged Water, Paneer Chilli, Paneer Masala, Royal Challenge (180 Ml), Signature (180 Ml), Soda 500ml, Soft Drink 300 Ml, Soft Drink 600 Ml, Soft Drinks 250ml",9872.00,1480.80,0.00,0.00,660.53,0.27,9052.00,Cash,,Printed,12 Jul 2025 00:02:01,
12707,7059662792,Delivery,Zomato,,,,,,,"Prawns Masala, Surmai Masala",600.00,0.00,0.00,0.00,30.00,0.00,630.00,Online,,Printed,11 Jul 2025 23:56:25,
12706,,Dine In (5),Non AC,,,,,,,"Boiled Eggs, Kingfisher Strong (500 ML), Kingfisher Strong (650 Ml), Veg Thali",695.00,0.00,0.00,0.00,63.50,0.50,759.00,Cash,,Printed,11 Jul 2025 23:49:42,
12705,,Dine In (17),AC,,,,,,,"Bhakri, Bud Mild 500, Chapati, Packaged Water, Pomfret Thali, Solkadi, Surmai Thali",1136.00,0.00,0.00,0.00,72.56,0.44,1209.00,Cash,,Printed,11 Jul 2025 23:49:07,
12704,,Dine In (4),Non AC,,,,,,,"Oak Smith Gold (90 Ml), Packaged Water",355.00,0.00,0.00,0.00,34.00,0.00,389.00,Cash,,Printed,11 Jul 2025 23:47:35,
12703,,Dine In (2),Non AC,,,,,,,"Paneer Munchurian, Royalstag (180 Ml)",555.00,0.00,0.00,0.00,44.26,-0.26,599.00,Cash,,Printed,11 Jul 2025 23:42:17,
12702,,Dine In (1),Non AC,,,,,,,"Black Dog (90 Ml), Budwiser Strong (650 Ml), Chicken Chilly Dry, Fish Pulav, Packaged Water, pomfrert jumbo tawa fry",3795.00,0.00,0.00,0.00,269.76,0.24,4065.00,Cash,,Printed,11 Jul 2025 23:39:13,
12701,,Dine In (21),AC,,,,,,,"Chicken Thali, Crab Meat Soup, Extra Vade(4pc), Mix Seafood Platter Tawa Fry, Oak Smit Silver Internation (90 Ml), Soft Drink 300 Ml",1870.00,0.00,0.00,0.00,107.00,0.00,1977.00,Cash,,Printed,11 Jul 2025 23:37:55,
12700,,Dine In (22),AC,,,,,,,"Bombil Thali, Chicken Lolipop Half, Pomfret Thali, Schezwan Sauce",775.00,0.00,0.00,0.00,38.76,0.24,814.00,Cash,,Printed,11 Jul 2025 23:37:42,
12699,,Dine In (7),AC,,,,,,,"Bhakri, Bombil Fry, Fresh Lime Soda, Packaged Water, Pomfret Thali, Prawns Chilli, Schezwan Sauce, Signature (180 Ml), Signature (60 Ml), Solkadi, Squid Butter Garlic",2463.00,0.00,0.00,0.00,164.16,-0.16,2627.00,Cash,,Printed,11 Jul 2025 23:34:04,
12698,,Dine In (14),AC,,,,,,,"Bombil Fry, Chapati, Chicken Thali, Mandeli Fry, Mutton Thali, Pomfret Thali",1407.00,0.00,0.00,0.00,70.34,-0.34,1477.00,Cash,,Printed,11 Jul 2025 23:28:15,
12697,7056332073,Delivery,Zomato,,,,,,,Mutton Biryani,350.00,0.00,0.00,0.00,17.50,0.50,368.00,Online,,Printed,11 Jul 2025 23:25:45,
12696,,Dine In (12),AC,,,,,,,"Bacardi Limon (30 Ml), Crab Lolipop (6 Pc), Guava Mary, Imperial Blue (90 Ml), Soft Drink 300 Ml, Squid Koliwada",1160.00,0.00,0.00,0.00,73.50,0.50,1234.00,Cash,,Printed,11 Jul 2025 23:25:17,
12695,,Dine In (11),AC,,,,,,,"Chicken Lolipop Half, Crab Lolipop (6 Pc), Oak Smit Silver Internation (180 Ml), Packaged Water, Pomfret Thali, Prawns Koliwada",1560.00,0.00,0.00,0.00,99.26,-0.26,1659.00,Cash,,Printed,11 Jul 2025 23:21:17,
12694,,Dine In (4),Non AC,,,,,,,"Fry Papad, Magic Moment (180 Ml), Magic Moment (90 Ml), Soda 300ml",595.00,0.00,0.00,0.00,55.50,0.50,651.00,Cash,,Printed,11 Jul 2025 23:21:16,
12693,,Dine In (6),Non AC,,,,,,,"Egg Tawa Fry, Royalstag (180 Ml)",420.00,0.00,0.00,0.00,37.50,0.50,458.00,Cash,,Printed,11 Jul 2025 23:17:05,
12692,,Dine In (16),AC,,,,,,,"Butter Chapathi, Chapati, Paneer 65, Paneer Masala",686.00,0.00,0.00,0.00,34.30,-0.30,720.00,Cash,,Printed,11 Jul 2025 23:13:29,
12691,,Dine In (3),Non AC,,,,,,,"Extra Vade(4pc), Masala Papad, Pomfret Thali",530.00,0.00,0.00,0.00,26.50,0.50,557.00,Cash,,Printed,11 Jul 2025 23:13:24,
12690,,Dine In (23),AC,,,,,,,"Dal Tadka, Jeera Rice",310.00,0.00,0.00,0.00,15.50,0.50,326.00,Cash,,Printed,11 Jul 2025 23:13:22,
12689,,Dine In (20),AC,,,,,,,"Bangda Tawa Fry, Bhakri, Seafood Thali, Tuborg Strong (650 Ml)",1262.00,0.00,0.00,0.00,80.10,-0.10,1342.00,Cash,,Printed,11 Jul 2025 23:12:09,
12688,,Dine In (19),AC,,,,,,,"Chicken Liver Masala Fry, Extra Vade(4pc), King Prawns Tawa Fry, Mori (Shark) Tawa Fry, Oak Smith Gold (180 Ml), Packaged Water, Potato Ghee Roast, Red Bull, Roasted Papad",3075.00,0.00,0.00,0.00,219.76,0.24,3295.00,Cash,,Printed,11 Jul 2025 23:09:44,
12687,,Dine In (22),AC,,,,,,,"Bombil Fry, Calsberg Strong, Kingfisher Strong (650 Ml), Schezwan Sauce, Surmai Tawa Fry(2Pcs), Tuborg Strong (500 ML)",2785.00,0.00,0.00,0.00,229.50,0.50,3015.00,Cash,,Printed,11 Jul 2025 22:55:11,
12686,,Dine In (17),AC,,,,,,,"Bhakri, Chana Koliwada, Chapati, Masala Papad, Non-veg Thali, Soft Drink 300 Ml, Surmai Thali",1118.00,0.00,0.00,0.00,55.90,0.10,1174.00,Cash,,Printed,11 Jul 2025 22:51:46,
12685,,Dine In (1),Non AC,,,,,,,"Mc Dowell (180 Ml), Soft Drinks 250ml",325.00,0.00,0.00,0.00,31.26,-0.26,356.00,Cash,,Printed,11 Jul 2025 22:38:57,
12684,,Dine In (15),AC,,,,,,,"Bhakri, Chicken Fried Rice, Crab Thali, Finger Chips, Imperial Blue (30 Ml)",848.00,0.00,0.00,0.00,46.40,-0.40,894.00,Cash,,Printed,11 Jul 2025 22:37:48,
12683,,Dine In (19),AC,,,,,,,"Bombil Thali, Veg Thali",340.00,0.00,0.00,0.00,17.00,0.00,357.00,Cash,,Printed,11 Jul 2025 22:31:23,
